
294.2	2.584
297.2	3.128
299.2	3.4
301.2   3.808
303.2	4.216
305.2	4.760
307.2	5.168
309.2	5.848
311.2	6.664
313.2	7.072
315.2	8.024
317.2	8.840
318.2   9.384
